"DIRECCION","LOCALIDAD","provincia","NUMERO"
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Registro Civil Exclusivo de Málaga","MALAGA","Málaga",3
"ALAMEDA PRINCIPAL, 18","MALAGA","Málaga",3
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3 de Antequera","ANTEQUERA","Málaga",3
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA - Juzgado de Primera Instancia e Instrucción Nº1 de Antequera","ANTEQUERA","Málaga",3
"CALLE ALFONSO XII, 56 SEVILLA","SEVILLA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Penal Nº2 de Málaga","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Penal Nº7 de Málaga","MALAGA","Málaga",3
"C/ DR. ANTONIO CABRERA, 40 POZOBLANCO - Juzgado de Primera Instancia e Instrucción Nº2 de Pozoblanco","POZOBLANCO","Córdoba",3
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA - Juzgado de Primera Instancia Nº4 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"CARRETERA ACCESO, S/N CASTRIL","CASTRIL","Granada",3
"AVDA. DE GRANADA, 3 HUESCAR - Juzgado de Primera Instancia e Instrucción Nº1 de Huéscar","HUESCAR","Granada",3
"PZA. DE MADRID, FONDO SUR. EDIF. ESTADIO RAMÓN DE CARRANZA, 3,4 Y 5","CADIZ","Cádiz",3
"PLAZA ANDALUCIA, 3 CAMPILLO ARENAS","CAMPILLO DE ARENAS","Jaén",3
"NAVIO, S/N MORON DE LA FRONTERA","MORON DE LA FRONTERA","Sevilla",3
"HISTORIADOR GARCÍA MONTERO, S/N Juzgado de Primera Instancia e Instrucción Nº1 de Cabra","CABRA","Córdoba",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Unidad Funcional : Fiscalía Provincial de Huelva (Sede: Audiencia Provincial)","HUELVA","Huelva",3
"TIENDAS, 12","ALMERIA","Almería",3
"C/ ANA DE VIYA, 7 CADIZ - Juzgado de lo Contencioso Administrativo Nº3 de Cádiz","CADIZ","Cádiz",3
"C/ CELESTINO MUTIS, S/N ROTA - Juzgado de Primera Instancia e Instrucción Nº2 de Rota","ROTA","Cádiz",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Instrucción Nº11 de Málaga","MALAGA","Málaga",3
"AVDA. PORTUGAL 47 CADIZ","CADIZ","Cádiz",3
"Avd. Carlos III S/N, 41092 Isla de la Cartuja, Sevilla","SEVILLA","Sevilla",3
"Avda. de la Buhaira, 26 - Juzgado de lo Social Nº11 de Sevilla","SEVILLA","Sevilla",3
"C/ Alameda Sundheim, 17 - Juzgado de lo Contencioso Administrativo Nº1 de Huelva","HUELVA","Huelva",3
"REINA SOFIA, 11 ROQUETAS DE MAR Juzgado de Primera Instancia e Instrucción Nº3 de Roquetas de Mar","ROQUETAS DE MAR","Almería",3
"C/ VERMONDO RESTA, S/N. SEVILLA - Juzgado de Primera Instancia Nº11 de Sevilla","SEVILLA","Sevilla",3
"AVDA. EJERCITO ESPAÑOL 7 BAJO JAEN","JAEN","Jaén",3
"AVDA. ALCALDE NARCISO MARTIN NAVARRO, 28 AYAMONTE Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3","AYAMONTE","Huelva",3
"C/ ANGEL GANIVET, S/N (ESQUINA ANGEL AVILES LOCAL) CORDOBA","CORDOBA","Córdoba",3
"C/ BODEGUEROS 21 MALAGA Edif. Luxor, 2ª Pta.","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Primera Instancia Nº 4 de Málaga","MALAGA","Málaga",3
"AVDA. MANUEL AGUSTIN HEREDIA, 26 (ESQ. ALAMEDA DE COLON , 17 ) MALAGA - unidad de proceso de datos","MALAGA","Málaga",3
"AVDA. DE LA AURORA, 69 1ª PLANTA MALAGA","MALAGA","Málaga",3
"AVENIDA AMERICO VESPUCIO S/N, PABELLON DE NUEVA ZELANDA SEVILLA","SEVILLA","Sevilla",3
"C/ LEONARDO DA VINCI 21 SEVILLA Pabellon Nueva Zelanda","SEVILLA","Sevilla",3
"CALLE SANTO TOMAS AQUINO, S/N CORDOBA 9ª PLANTA. DPTO. INFORMÁTICA","CORDOBA","Córdoba",3
"AVENIDA DEL SUR, 5 GRANADA Unidad Funcional : Juzgado de Guardia","GRANADA","Granada",3
"PZ. ASDRUBAL, 6. EDIFICIO ASDRUBAL - 11008 (ANTIGUA DIRECCIONPLAZA BLAS INFANTE, S/N) Delegación Provincial de vivienda y ordenación del territorio","CADIZ","Cádiz",3
"CTRA LOPERA-ARJONA, S/N LOPERA","LOPERA","Jaén",3
"AVDA. DE LA CAMPANA, 3 LORA DEL RIO Juzgado de Primera Instancia e Instrucción Nº2 de Lora del Río","LORA DEL RIO","Sevilla",3
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Unidad Funcional : Fiscalía Provincial de Córdoba","CORDOBA","Córdoba",3
"C/ LOS BALBOS, S/N CADIZ Juzgado de Instrucción Nº1 de Cádiz","CADIZ","Cádiz",3
"HISTORIADOR GARCÍA MONTERO, S/N - Juzgado de Primera Instancia e Instrucción Nº2 de Cabra","CABRA","Córdoba",3
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Unidad Funcional : Fiscalía de Algeciras","ALGECIRAS","Cádiz",3
"PLAZA DE LAS BATALLAS, 3 (CASTILLA, 4)","JAEN","Jaén",3
"AVDA. TENIENTE GENERAL CHAMORRO, 99 MARTOS Juzgado de Primera Instancia e Instrucción Nº1 de Martos","MARTOS","Jaén",3
"Avda. Manuel Agustín Heredia, 26-3ª (Unidad de Proceso de Datos). MALAGA","MALAGA","Málaga",3
"HUERTO CARRION, 2 Juzgado de Primera Instancia e Instrucción Nº2 de Vélez-Málaga","VELEZ-MALAGA","Málaga",3
"PLAZA CARLOS CANO, S/N RONDA - Juzgado de Primera Instancia e Instrucción Nº3 de Ronda","RONDA","Málaga",3
"PASAJE BOTICA 13","HUELVA","Huelva",3
"C/ DOCTOR FLEMING, 5 GUILLENA","GUILLENA","Sevilla",3
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA - Juzgado de lo Penal Nº3 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"C/ ARCIPRESTE FERNANDEZ CASADO, 1 MONTILLA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1 de Montilla","MONTILLA","Córdoba",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Unidad Funcional : Juzgado de lo Penal Nº4 de Málaga","MALAGA","Málaga",3
"LAS TIENDAS, 12","ALMERIA","Almería",3
"C/ ALTOZANO ARZOBISPO JOSE MANUEL ESTEPA, S/N. ANDUJAR Juzgado de Primera Instancia e Instrucción Nº3 de Andújar","ANDUJAR","Jaén",3
"AVENIDA DEL SUR, 5 GRANADA - Juzgado de lo Penal Nº4 de Granada","GRANADA","Granada",3
"C/ LA CAMPANA, S/N VALVERDE DEL CAMINO - Juzgado de Primera Instancia e Instrucción Nº2 de Valverde del Camino","VALVERDE DEL CAMINO","Huelva",3
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA Juzgado de Violencia sobre la Mujer nº1 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"AVD. DE LA CONSTITUCION, ESQUINA CON C/ ABETO PUERTO REAL Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2 de Puerto Real","PUERTO REAL","Cádiz",3
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Unidad Funcional : Tribunal Superior de Justicia - Sección 1ª de la Sala Contencioso","SEVILLA","Sevilla",3
"CTRA.RONDA, 13 ALMERIA Unidad Funcional : Juzgado de Primera Instancia Nº3 de Almería","ALMERIA","Almería",3
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1 de Marchena","MARCHENA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Unidad Funcional : Juzgado de lo Penal Nº9 de Málaga","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº4 de Málaga","MALAGA","Málaga",3
"AVDA ARIAS DE VELASCO, 15 MARBELLA Unidad Funcional : Juzgado de Primera Instancia Nº5 de Marbella","MARBELLA","Málaga",3
"AVD. DE LA CONSTITUCION, ESQUINA CON C/ ABETO PUERTO REAL Juzgado de Primera Instancia e Instrucción Nº2 de Puerto Real","PUERTO REAL","Cádiz",3
"NUEVA SEDE GAVIDIA","SEVILLA","Sevilla",3
"PASEO LA ESTACION, 15 JAEN Departamento de Explotación.","JAEN","Jaén",3
"C/ SAN JUAN BOSCO, Nº15 UTRERA","UTRERA","Sevilla",3
"CALLE SANTO TOMÁS DE AQUINO, S/N 9ª PLANTA. DPTO. iNFORMÁTICA","CORDOBA","Córdoba",3
"C/ DUQUE DE LERMA, 8 SANLUCAR LA MAYOR Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3 de Sanlúcar la Mayor","SANLUCAR LA MAYOR","Sevilla",3
"AVDA. DIEGO MARTÍNEZ BARRIO N.1041013 - SEVILLA - Informática","SEVILLA","Sevilla",3
"Ctra. de Ronda nº 120 Unidad Funcional : Juzgado de Primera Instancia Nº6 de Almería (Familia)","ALMERIA","Almería",3
"C/GRAHAM BELL, 5","SEVILLA","Sevilla",3
"Avda. Albert Einstein, 4","SEVILLA","Sevilla",3
"PLAZA NUEVA, 8 GRANADA Unidad Funcional : Juzgado de Primera Instancia Nº 2 de Granada","GRANADA","Granada",3
"C/ VERMONDO RESTA, S/N. SEVILLA Unidad Funcional : Juzgado de Primera Instancia Nº12 de Sevilla","SEVILLA","Sevilla",3
"C/ VERMONDO RESTA, S/N. SEVILLA Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº9 de Sevilla","SEVILLA","Sevilla",3
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3 de Sanlúcar de","SANLUCAR DE BARRAMEDA","Cádiz",3
"NAVIO, S/N MORON DE LA FRONTERA - Juzgado de Primera Instancia e Instrucción Nº2 de Morón de la Frontera","MORON DE LA FRONTERA","Sevilla",3
"CTRA. ISLA MAYOR KM 3.5. AZNALCÁZAR","AZNALCAZAR","Sevilla",3
"PASEO LA ESTACION, 15 JAEN Consejeria de Salud. Junta de Andalucia","JAEN","Jaén",3
"CTRA.RONDA, 120 Juzgado de Instrucción Nº4 de Almería","ALMERIA","Almería",3
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA Juzgado de Primera Instancia e Instrucción Nº3 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",3
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº1 de Marbella","MARBELLA","Málaga",3
"PLAZA NUEVA, 10 GRANADA - Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla - Sala de lo Social de Granada","GRANADA","Granada",3
"C/ MUÑOZ TORRERO Nº 1 SEVILLA - Departamento de Planificación - Personal","SEVILLA","Sevilla",3
"CALLE ALBAREDA, 18 Y 20","SEVILLA","Sevilla",3
"AVDA ARIAS DE VELASCO, 15 MARBELLA Servicio Común de Notificaciones y Embargos de Marbella","MARBELLA","Málaga",3
"C/ TABLADILLA, S/N 41013 SEVILLA - EDIFICIO 11 6ª PLANTA","SEVILLA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Servicio Común de Notificaciones y Embargos de Málaga","MALAGA","Málaga",3
"PZA. NUEVA, 4 SEDE_MUNOZTORRERO","SEVILLA","Sevilla",3
"AVDA. VIRGEN DEL CARMEN, 55 Audiencia Provincial - Sección 7ª - Civil-Penal de Algeciras","ALGECIRAS","Cádiz",3
"C/ Nuestra señora del Carmen, s/n Juzgado de Primera Instancia e Instrucción Nº4 de Dos Hermanas","DOS HERMANAS","Sevilla",3
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 Juzgado de Instrucción Nº3 de Fuengirola","FUENGIROLA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N Juzgado de Menores Nº2 de Málaga","MALAGA","Málaga",3
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. Juzgado de lo Social Nº1 de Cádiz","CADIZ","Cádiz",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N Fiscalía de Menores de Málaga","MALAGA","Málaga",3
"Pº ESTACION, 19 PLTA. 1","JAEN","Jaén",2
"AV. REPUBLICA ARGENTINA, 34","CORDOBA","Córdoba",2
"CALLE JESUS DEL GRAN PODER, 30 SEVILLA 2ª Plta.","SEVILLA","Sevilla",2
"Plaza de Antonio Pigafetta s/n","SANLUCAR DE BARRAMEDA","Cádiz",2
"PROFESOR CLAVERO, 12","GRANADA","Granada",2
"PLAZA ESPAÑA 19","CADIZ","Cádiz",2
"CALLE ADOLFO RODRIGUEZ JURADO Nº1 (EDIFICIO COLISEO) SEVILLA","SEVILLA","Sevilla",2
"RAMBLA OBISPO ORBERA ALMERIA","ALMERIA","Almería",2
"C/ LAS FORES S/N BENALMADENA","BENALMADENA","Málaga",2
"C/ ALFONSO XII 34, 3ª PLANTA HUELVA","HUELVA","Huelva",2
"BUENOS AIRES, 1 PLTA 2","GRANADA","Granada",2
"C/Tomás Heredia, 18","MALAGA","Málaga",2
"AVDA. PRIMERO DE MAYO, 6-8 CORIA DEL RIO","CORIA DEL RIO","Sevilla",2
"AVD DIEGO MARTINES BARRIO Nº 10 EDF INSUR","SEVILLA","Sevilla",2
"BUENOS AIRES, 1 - 1ª PLANTA","GRANADA","Granada",2
"CTRA. ARCOS, KM. 7,700. JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",2
"HERNANDO MAGALLANES S/N CORDOBA","CORDOBA","Córdoba",2
"JOAQUINA EGUARAS Nº2, DEP. INFORMATICA","GRANADA","Granada",2
"C/ HERMANOS MACHADO Nº4, 6ª PLANTA ALMERIA","ALMERIA","Almería",2
"AVDA. REPUBLICA ARGENTINA, 21","SEVILLA","Sevilla",2
"Paseo de la Estación nº 19, 1ª Planta","JAEN","Jaén",2
"MAESTRO SERRANO, 9 ALMERIA","ALMERIA","Almería",2
"AVD MALAGA Nº 21","MONTILLA","Córdoba",2
"CALLE LEVIES, 17 SEVILLA","SEVILLA","Sevilla",2
"CALLE SANTO TOMAS AQUINO, S/N CORDOBA 9ª PLANTA","CORDOBA","Córdoba",2
"CTRA. MIRANDA S/N SANTA ELENA","SANTA ELENA","Jaén",2
"PLZ. SAN ANDRES, 2","SEVILLA","Sevilla",2
"C/ PARRAS, 6.- 41370 CAZALLA LA SIERRA","CAZALLA DE LA SIERRA","Sevilla",2
"JUAN LEDESMA, 49 SEVILLA","SEVILLA","Sevilla",2
"PLAZA BLAS INFANTE, S/N. EDIFICIO ASDRUBAL CADIZ 5ª planta","CADIZ","Cádiz",2
"AVENIDA LA INNOVACION, S/N EDIFICIO ARENA 1","SEVILLA","Sevilla",2
"Avd, Americo Vespucio, 5.2 Bloque C","SEVILLA","Sevilla",2
"Calle de las Tiendas, 12 04003 ALMERÍA","ALMERIA","Almería",2
"AVENIDA ALEMANIA,1 BIS HUELVA","HUELVA","Huelva",2
"PASEO LA VICTORIA, 35 CORDOBA","CORDOBA","Córdoba",2
"PZA. DE ESPAÑA, 19","CADIZ","Cádiz",2
"RONDA S. FRANCISCO, 43 LUCENA","LUCENA","Córdoba",2
"c/ Albareda, 13 , 1ª planta","SEVILLA","Sevilla",2
"C/JUAN OCAÑA, 32 BAENA","BAENA","Córdoba",2
"C/ JOSE LA TORRE, 8 VILLACARRILLO","VILLACARRILLO","Jaén",2
"CTRA. PUNTA UMBRIA-CARTAYA KM. 12 APDO. 104, CARTAYA CARTAYA","CARTAYA","Huelva",2
"C/ Muñoz Olive, nº 1, 3ª planta","SEVILLA","Sevilla",2
"AVDA. LA AURORA, 47, EDIFICIOS MULTIPLES. MALAGA","MALAGA","Málaga",2
"HURTADO, 4","JAEN","Jaén",2
"DOÑA MARIA CORONEL, 6","SEVILLA","Sevilla",2
"C/ LAS MINAS, 1 JAEN","JAEN","Jaén",2
"PSO. DE LA ESTACION, 30 PLT.9","JAEN","Jaén",2
"C/ CARRETERA DE RONDA, 226. DOCTOR FERRANZ, 7","ALMERIA","Almería",2
"AVDA. MENENDEZ PIDAL, S/N.14004 CORDOBA. CORDOBA","CORDOBA","Córdoba",2
"C/ REAL 16 PUERTO REAL","PUERTO REAL","Cádiz",2
"SAN MIGUEL, 112 ARMILLA","ARMILLA","Granada",2
"C/ LAS FLORES S/N BENALMADENA","BENALMADENA","Málaga",2
"EL CARPIO, S/N - 14600 MONTORO","MONTORO","Córdoba",2
"CALLE GRAN CAPITAN, S/N HUERCAL-OVERA","HUERCAL-OVERA","Almería",2
"CAMINO DEL JUEVES, S/N ARMILLA","ARMILLA","Granada",2
"C/ SAN FRANCISCO, 27 CADIZ","CADIZ","Cádiz",2
"PLAZA DEL PADRE SUAREZ, 1 GRANADA","GRANADA","Granada",2
"MANUEL AGUSTIN HEREDIA, 26","MALAGA","Málaga",2
"TOMAS DE AQUINO S/N PLANTA BAJA CONSUMO","CORDOBA","Córdoba",2
"AVDA. DE ANDALUCIA, 77 CABRA","CABRA","Córdoba",2
"AVDA. AMERICO VESPUCIO, 27. ISLA CARTUJA SEVILLA","SEVILLA","Sevilla",2
"C/ SANTO REINO 1 JAEN","JAEN","Jaén",2
"Albareda, 13, 1ª planta","SEVILLA","Sevilla",2
"Miguel Bueno, 26. Esq. Avda. de Mijas","FUENGIROLA","Málaga",2
"PASEO LA ESTACION, 19 - 1ª PLANTA","JAEN","Jaén",2
"Albareda, 13 1ª Planta","SEVILLA","Sevilla",2
"PZA. DEL CARMEN, 1 VILLANUEVA CORDOBA","VILLANUEVA DE CORDOBA","Córdoba",2
"SAN LUCAR DE BARRAMEDA Nº 3","HUELVA","Huelva",2
"AVENIDA LA INNOVACION, S/N SEVILLA - EDIFICIO ARENA","SEVILLA","Sevilla",2
"Reina Regente, 4","ALMERIA","Almería",2
"SAN LORENZO, 15","ALMERIA","Almería",2
"PLAZA SAN ANDRES 2 Y 4 SEVILLA","SEVILLA","Sevilla",2
"Párroco Juan A. Jiménez Higuero, 28","FUENGIROLA","Málaga",2
"ALAMEDA PRINCIPAL, 24, 2ª PLANTA","MALAGA","Málaga",2
"ALAMEDA PRINCIPAL, 18, ENTREPLANTA (INFORMÁTICA)","MALAGA","Málaga",2
"AVDA. PATRIARCA RAMON PEREZ RODRIGUEZ S/N ALGECIRAS","ALGECIRAS","Cádiz",2
"C/ CONCEJO, 3 BELMEZ DE LA MORALEDA","BELMEZ DE LA MORALEDA","Jaén",2
"AVDA. LA AURORA, S/N 29002 MALAGA Edificio de Servicios Múltiples(Edificio Negro)","MALAGA","Málaga",2
"ANCHA, 37 CASTRO DEL RIO","CASTRO DEL RIO","Córdoba",2
"AVDA. SANTA ANA, 31 - PALMA DEL RIO - EDIFICIO LOS BOMBOS","PALMA DEL RIO","Córdoba",2
"PLAZA PATIO BANDERAS Nº 14 SEVILLA","SEVILLA","Sevilla",2
"GAMAZO, 30","SEVILLA","Sevilla",2
"CAMINO DE SAN NICOLAS, 1 MOJONERA, LA","LA MOJONERA","Almería",2
"ALVAREDA 18-20 EDF URBIS PLANTA BAJA DERECHA","SEVILLA","Sevilla",2
"Mª AUXILIADORA Nº2","CADIZ","Cádiz",2
"ESTEBAN RAMIREZ MARTINEZ 2 5ª PLANTA","JAEN","Jaén",2
"DE LA PLAZA, 9 - 2º C","CHICLANA DE LA FRONTERA","Cádiz",2
"SERVICIOS CENTRALES (CARTUJA) Avda. AmÃ©rico Vespucio, 13","SEVILLA","Sevilla",2
"ALAMEDA PRINCIPAL, 18 - DPTO. INFORMATICA","MALAGA","Málaga",2
"PLAZA LA CONSTITUCION, S/N BERJA","BERJA","Almería",2
"AVD. AURORA, Nº 47, PLANTA 10","MALAGA","Málaga",2
"ALBAREDA, 18-20","SEVILLA","Sevilla",2
"AVDA. EXTREMADURA 2 SANTIPONCE","SANTIPONCE","Sevilla",2
"FEDERICO GARCIA LORCA Nº 1","SEVILLA","Sevilla",2
"CTRA. ISLA MAYOR, KM. 3,5","AZNALCAZAR","Sevilla",2
"CALLE MONTEHIGO, S/N ALMONTE","ALMONTE","Huelva",2
"Avda. Tomás García Figueras, 14","JEREZ DE LA FRONTERA","Cádiz",2
"CAMINO DE ESPARRAGOSA, S/N","CHIPIONA","Cádiz",2
"PALACIO CARLOS V (ALHAMBRA) GRANADA","GRANADA","Granada",2
"C/ NUEVA, 4 CADIZ","CADIZ","Cádiz",2
"CARDENAL BUENO MONREAL, 45","SEVILLA","Sevilla",2
"Avd. Diego Martínez Barrio, nº 10.","SEVILLA","Sevilla",2
"AVDA. DEL SUR, 5","GRANADA","Granada",2
"Pasaje Botica num. 13.","HUELVA","Huelva",2
"c/ Carretera De Ronda Nº 91","ALMERIA","Almería",2
"c/Concepción num. 7","ALMONTE","Huelva",2
"Plaza del Duque, 12","ALCALA DE GUADAIRA","Sevilla",2
"C/ DE LA MARQUESA, 11 ECIJA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1 de Ecija","ECIJA","Sevilla",2
"PLAZA DE ANTONIO PIGAFETA S/N SANLUCAR DE BARRAMEDA","SANLUCAR DE BARRAMEDA","Cádiz",2
"C/ ARQUITECTO PEREZ CARAZA, 14 HUELVA>Unidad Funcional : Juzgado de lo Social Nº2 de Huelva","HUELVA","Huelva",2
"PLAZA DE LA CONSTITUCION, S/N Juzgado de Instrucción Nº1 de Algeciras","ALGECIRAS","Cádiz",2
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Registro Civil de Huelva","HUELVA","Huelva",2
"c/ Hermanos Machado Nº s/n","ALMERIA","Almería",2
"AVDA. PALMA DE MALLORCA, 39 TORREMOLINOS - Juzgado de Primera Instancia Nº5 de Torremolinos","TORREMOLINOS","Málaga",2
"PLAZA LAS FLORES, Nº 3 ALBOLOTE","ALBOLOTE","Granada",2
"C/ FIELATO DE LA POSTA, S/N. MOTRIL>Unidad Funcional : Juzgado de lo Penal Nº1 de Motril","MOTRIL","Granada",2
"AVDA. DE LA CAMPANA, 3 LORA DEL RIO Juzgado de Primera Instancia e Instrucción Nº1 de Lora del Río","LORA DEL RIO","Sevilla",2
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Juzgado de lo Penal Nº4 de Huelva","HUELVA","Huelva",2
"CARRETERA SEVILLA-HUELVA, KM 633 HUELVA","HUELVA","Huelva",2
"AVDA. VIRGEN DEL CARMEN, 55 ALGECIRAS>Unidad Funcional : Audiencia Provincial - Sección 7ª - Civil-Penal de Algeciras","ALGECIRAS","Cádiz",2
"PLAZA DEL DUQUE, 12 ALCALA DE GUADAIRA - Juzgado de Primera Instancia e Instrucción Nº2 de Alcalá de","ALCALA DE GUADAIRA","Sevilla",2
"AVDA. COSTA DEL SOL, 12 ALMUÑECAR>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2 de Almuñécar","ALMUÑECAR","Granada",2
"C/ VERMONDO RESTA, S/N. SEVILLA>Unidad Funcional : Juzgado de Primera Instancia Nº25 de Sevilla","SEVILLA","Sevilla",2
"Avda. de la Buhaira, 26 Juzgado de lo Social Nº5 de Sevilla","SEVILLA","Sevilla",2
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA>Unidad Funcional : Juzgado de Primera Instancia Nº1 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",2
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA - Juzgado de lo Social Nº2 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",2
"ALMIRANTE APODACA, 2","SEVILLA","Sevilla",2
"C/ Muñoz Torrero nº 1 Unidad Funcional : Servicio de Informática","SEVILLA","Sevilla",2
"C/ VERMONDO RESTA, S/N. SEVILLA>Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº8 de Sevilla","SEVILLA","Sevilla",2
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA Juzgado de Primera Instancia e Instrucción Nº1 de Marchena","MARCHENA","Sevilla",2
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Registro Civil Exclusivo de Málaga","MALAGA","Málaga",2
"CARDENAL BUENO MONREAL 45 BAJO SEVILLA","SEVILLA","Sevilla",2
"MAYORAZGO, S/N MARBELLA>Unidad Funcional : Fiscalía de Marbella","MARBELLA","Málaga",2
"AVENIDA ERITAÑA, 1 SEVILLA","SEVILLA","Sevilla",2
"C/ VERMONDO RESTA, S/N. SEVILLA - Juzgado de Primera Instancia Nº 3 de Sevilla","SEVILLA","Sevilla",2
"C/ PERIODISTA FEDERICO ALBA, 1 TORREMOLINOS>Unidad Funcional : CMI San Francisco de Asís","TORREMOLINOS","Málaga",2
"C/ DE ELCANO, S/N>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","UBRIQUE","Cádiz",2
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º 14004 CORDOBA - SERVICIO DE AGRICULTURA Y GANADERIA","CORDOBA","Córdoba",2
"Avda. de la Buhaira, 26 Juzgado de lo Social Nº11 de Sevilla","SEVILLA","Sevilla",2
"HUERTO CARRION, 2 - Juzgado de Primera Instancia e Instrucción Nº1 de Vélez-Málaga","VELEZ-MALAGA","Málaga",2
"AVDA. TOMAS GARCIA FIGUERAS, 14 Juzgado de Violencia sobre la Mujer nº1 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",2
"C/ MUÑOZ COBOS, 4 ALGECIRAS - Equipo Técnico de Menores de Algeciras","ALGECIRAS","Cádiz",2
"AGUILAR DE CAMPOO S/N EDF PASEO 15 PLANTA 7ª","ALMERIA","Almería",2
"AVDA. SAN JUAN LA CRUZ, 42 SEVILLA","SEVILLA","Sevilla",2
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA - Juzgado de Primera Instancia e Instrucción Nº2 de Antequera","ANTEQUERA","Málaga",2
"PASEO LA ESTACION 27 JAEN","JAEN","Jaén",2
"AVDA. PALMA DE MALLORCA, 32 TORREMOLINOS Juzgado de Instrucción Nº4 de Torremolinos","TORREMOLINOS","Málaga",2
"C/ DOCE DE OCTUBRE, 2 CORDOBA>Unidad Funcional : Juzgado de Primera Instancia Nº3 de Córdoba (Familia)","CORDOBA","Córdoba",2
"PLAZA DE ESPAÑA, S/NSEVILLA 41071 SEVILLA SERVICIO DE INFORMATICA","SEVILLA","Sevilla",2
"CALLE BILBAO, 8 O 10 SEVILLA","SEVILLA","Sevilla",2
"C/ MUÑOZ COBOS, 4 ALGECIRAS >Unidad Funcional : Fiscalía de Menores de Algeciras","ALGECIRAS","Cádiz",2
