VIA%NOMBREVIA%NUMERO%PORTA%ESC%PISO%LETRA/N%CP%MUN%PROV
CL%BOTALON%41%%0%0%0%4002%ALMERIA%ALMERÍA
PQ%NICOLAS SALMERON%67%%A%1%S%4002%ALMERIA%ALMERÍA
CL%DELFIN%10%%0%0%0%4770%ADRA%ALMERÍA
CL%LOS LLANOS%13%%%%%4140%CARBONERAS%ALMERÍA
CL%AVILA%40%%%%%11203%ALGECIRAS%CÁDIZ
CL%SAN JOSE EDIFICIO FUENTE NUEVA%3%%0%5%A%11203%ALGECIRAS%CÁDIZ
CL%SAGRADO CORAZON DE JESUS%36%%%%%11203%ALGECIRAS%CÁDIZ
CL%VELERO UR. ALTOZANO%11%%%%%11207%ALGECIRAS%CÁDIZ
CL%SALMON%11%%%%%11203%ALGECIRAS%CÁDIZ
CL%HUERTA ANCLA%1%%%%%11207%ALGECIRAS%CÁDIZ
UR%PUNTA EUROPA CALLE FRAGATA%10%%%%10%11207%ALGECIRAS%CÁDIZ
CL%SERAFIN ROMEU ABREU%2%%%1%I%11160%BARBATE%CÁDIZ
AV%JOSE ANTONIO ED.MADRID%40%%%1C%IZQ%11160%BARBATE%CÁDIZ
CL%JARILLO%17%%%%%11160%BARBATE%CÁDIZ
CL%ANCHA, EDIF. LAS PERGOLAS%4%%%%%11160%BARBATE%CÁDIZ
AV%RUIZ DE ALDA%32%%%4%A%11160%BARBATE%CÁDIZ
AV%GUADALQUIVIR%21%%%4%D%11012%CADIZ%CÁDIZ
CL%PASAJE VICTOR DE PABLOS%2%%%2%4%11012%CADIZ%CÁDIZ
CL%LLOBERA%25%%%%%7250%VILAFRANCA DE BONANY%BALEARS (ILLES)
CL%PLOCIA%3%%%2%A%11005%CADIZ%CÁDIZ
CL%FLAMENCO%5%%%%%11005%CADIZ%CÁDIZ
BD%ESTRELLA DEL MAR CL GLORIETA GRUMETE%4%%%3%dch%11500%PUERTO DE SANTA MARIA, EL%CÁDIZ
CL%CARABELA LA PINTA%6%%%3%A%11500%PUERTO DE SANTA MARIA, EL%CÁDIZ
CL%RUBEN DARIO%1%%%3%C%18600%MOTRIL%GRANADA
CL%GAVILAN%7%%%1%D%18720%MOTRIL%GRANADA
CM%LOS CARRASQUITOS%3%%%%%21420%ISLA CRISTINA%HUELVA
CL%JORGE JUAN%4%%%2%A%21005%HUELVA%HUELVA
AV%DE HUELVA%19%%%1%A%21440%LEPE%HUELVA
PS%INDEPENDENCIA%53%%%4%AF%21002%HUELVA%HUELVA
