"CL"%"ESTRELLA  AGENA"%7%"ESTRELLA  AGENA 7"%41%41091%2%2
"UR"%"AUGUSTA RESIDENCIAL"%7%"AUGUSTA RESIDENCIAL 7"%41%41091%2%3
"CL"%"PILAR DE GRACIA"%6%"PILAR DE GRACIA 6"%41%41091%80%4
"CL"%"FIRMAMENTO"%20%"FIRMAMENTO 20"%41%41091%8%5
"AV"%"GRAHAM BELL"%1%"GRAHAM BELL 1"%41%41091%3%6
"CL"%"ANTONIO SUSILLO"%46%"ANTONIO SUSILLO 46"%41%41091%9%7
"CL"%"ARROYO"%55%"ARROYO 55"%41%41091%263%8
"CL"%"AV CIENCIAS ED.PARQUE REY 10 6"%%"AV CIENCIAS ED.PARQUE REY 10 6 "%41%41091%1%9
"CL"%"GORRION"%2%"GORRION 2"%41%41091%13%10
"CL"%"JUSTINO MATUTE"%19%"JUSTINO MATUTE 19"%41%41091%101%11
"CL"%"ALFONSO XII"%60%"ALFONSO XII 60"%41%41091%39%12
"CL"%"THAILANDIA"%2%"THAILANDIA 2"%41%41091%112%13
"CL"%"LIRA"%5%"LIRA 5"%41%41091%20%14
"AV"%"PEDRO GUAL VILLALBI"%2%"PEDRO GUAL VILLALBI 2"%41%41091%48%15
"CL"%"SANTA CLARA"%16%"SANTA CLARA 16"%41%41091%56%16
"CL"%"PASCUAL GAYANGO"%41%"PASCUAL GAYANGO 41"%41%41091%4%17
"CL"%"AGUILA BLANCA"%3%"AGUILA BLANCA 3"%41%41091%42%18
"CL"%"SANTA MARINA"%12%"SANTA MARINA 12"%41%41091%4%19
"AV"%"DE LAS CIENCIAS"%4%"DE LAS CIENCIAS 4"%41%41091%37%20
"AV"%"SAN JUAN DE LA SALLE-PARQ.TORR"%3%"SAN JUAN DE LA SALLE-PARQ.TORR 3"%41%41091%2%21
"CL"%"JOSE LAGUILLO"%23%"JOSE LAGUILLO 23"%41%41091%612%22
"CL"%"DON ALONSO EL SABIO"%4%"DON ALONSO EL SABIO 4"%41%41091%3%23
"ZZ"%"NUCLEO RESIDENCIAL SAN DIEGO"%19%"NUCLEO RESIDENCIAL SAN DIEGO 19"%41%41091%6%24
%"VIRGEN DE LUJAN 48 C"%%"VIRGEN DE LUJAN 48 C "%41%41091%1%25
"CL"%"JUAN RAMON JIMENEZ"%3%"JUAN RAMON JIMENEZ 3"%41%41091%10%26
