api,version,apiPublisher,context,total_fault_count,hostName,year,month,day,time
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,20,"2015-01-20 08:46:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,20,"2015-01-20 08:50:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,20,"2015-01-20 08:56:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,20,"2015-01-20 09:02:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,21,"2015-01-21 13:00:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,21,"2015-01-21 14:01:00"
CallejeroREST,1.0.0,carbon.super,/CallejeroREST,1,debianWSO2.local,2015,1,29,"2015-01-29 12:52:00"
